Invoice_ID,City,Customer_type,Gender,Product_line,Total,Rating
173-82-9529,Mandalay,Normal,Female,Fashion accessories,398.475,9.7
563-36-9814,Yangon,Member,Male,Electronic accessories,80.661,7.2
308-47-4913,Yangon,Member,Female,Sports and travel,548.73,6.2
885-17-6250,Yangon,Normal,Female,Health and beauty,83.727,7.3
726-27-2396,Yangon,Normal,Female,Health and beauty,406.875,4.3
316-01-3952,Yangon,Normal,Female,Food and beverages,284.9175,4.6
760-54-1821,Mandalay,Normal,Male,Home and lifestyle,128.4255,5.8
793-10-3222,Mandalay,Member,Female,Health and beauty,258.678,8.3
346-12-3257,Mandalay,Member,Male,Electronic accessories,181.818,8
110-05-6330,Naypyitaw,Normal,Female,Food and beverages,248.409,9.4
651-61-0874,Naypyitaw,Normal,Male,Home and lifestyle,194.124,6.2
236-86-3015,Naypyitaw,Member,Male,Home and lifestyle,14.679,9.8
831-64-0259,Mandalay,Normal,Female,Fashion accessories,208.6875,9.6
587-03-7455,Naypyitaw,Member,Female,Fashion accessories,718.7565,4.9
882-40-4577,Yangon,Member,Male,Sports and travel,282.492,8
732-67-5346,Yangon,Normal,Male,Food and beverages,72.3975,7.8
725-32-9708,Mandalay,Member,Female,Fashion accessories,288.582,4.1
256-08-8343,Yangon,Normal,Female,Home and lifestyle,237.426,5.5
372-26-1506,Naypyitaw,Normal,Female,Fashion accessories,125.055,5.4
244-08-0162,Mandalay,Normal,Female,Health and beauty,359.205,5.1
569-71-4390,Mandalay,Normal,Male,Sports and travel,45.927,6.9
132-23-6451,Yangon,Member,Male,Health and beauty,110.0925,7.8
696-90-2548,Yangon,Normal,Male,Sports and travel,81.396,6.6
472-15-9636,Yangon,Normal,Male,Home and lifestyle,427.812,9.2
268-03-6164,Mandalay,Normal,Male,Health and beauty,100.9155,7.8
750-57-9686,Naypyitaw,Normal,Female,Home and lifestyle,190.596,8.7
186-09-3669,Naypyitaw,Member,Female,Health and beauty,85.5855,9.2
848-07-1692,Mandalay,Normal,Female,Health and beauty,120.162,8.3
745-71-3520,Yangon,Member,Female,Electronic accessories,185.367,8.2
266-76-6436,Naypyitaw,Member,Female,Food and beverages,121.59,7.5
740-22-2500,Naypyitaw,Normal,Female,Electronic accessories,264.7575,9.8
271-88-8734,Naypyitaw,Member,Female,Fashion accessories,1020.705,8.7
301-81-8610,Mandalay,Member,Male,Fashion accessories,213.528,6.7
489-64-4354,Naypyitaw,Normal,Male,Fashion accessories,17.094,5
198-84-7132,Mandalay,Member,Male,Fashion accessories,383.7645,7
269-10-8440,Yangon,Member,Male,Health and beauty,390.7995,8.9
650-98-6268,Mandalay,Member,Female,Food and beverages,65.7405,8
741-73-3559,Mandalay,Normal,Male,Sports and travel,353.1675,6.9
325-77-6186,Yangon,Member,Female,Home and lifestyle,951.825,7.3
286-75-7818,Mandalay,Normal,Male,Fashion accessories,145.068,6.9
574-57-9721,Naypyitaw,Normal,Male,Food and beverages,90.867,5.7
459-50-7686,Yangon,Normal,Female,Electronic accessories,147.798,6.4
616-87-0016,Mandalay,Normal,Male,Fashion accessories,702.219,9.6
837-55-7229,Mandalay,Normal,Female,Fashion accessories,49.812,6.8
751-69-0068,Naypyitaw,Normal,Male,Sports and travel,937.818,9
257-73-1380,Naypyitaw,Member,Male,Sports and travel,348.306,9.6
345-08-4992,Yangon,Normal,Male,Home and lifestyle,214.137,7.7
549-96-4200,Naypyitaw,Member,Male,Food and beverages,71.568,7
810-60-6344,Naypyitaw,Normal,Female,Electronic accessories,343.224,6.5
450-28-2866,Naypyitaw,Member,Male,Food and beverages,91.56,8.1
394-30-3170,Mandalay,Member,Female,Sports and travel,742.812,4.3
138-17-5109,Yangon,Member,Female,Home and lifestyle,843.0345,6.5
192-98-7397,Naypyitaw,Normal,Male,Fashion accessories,13.419,9.5
301-11-9629,Yangon,Normal,Female,Sports and travel,140.385,9.7
390-80-5128,Mandalay,Member,Female,Health and beauty,20.1075,9.5
235-46-8343,Naypyitaw,Member,Male,Food and beverages,290.43,8.9
453-12-7053,Naypyitaw,Normal,Male,Fashion accessories,144.081,6.5
296-11-7041,Mandalay,Member,Female,Health and beauty,28.4235,5.3
449-27-2918,Mandalay,Member,Female,Sports and travel,41.076,9.6
891-01-7034,Mandalay,Normal,Female,Electronic accessories,470.673,6.7
744-09-5786,Mandalay,Normal,Male,Electronic accessories,138.663,7.6
727-17-0390,Yangon,Normal,Female,Food and beverages,333.9525,4.8
568-88-3448,Yangon,Normal,Male,Health and beauty,26.25,5.5
187-83-5490,Yangon,Member,Male,Electronic accessories,87.234,4.7
767-54-1907,Mandalay,Member,Female,Fashion accessories,155.19,6.9
710-46-4433,Mandalay,Member,Female,Food and beverages,731.43,4.5
533-33-5337,Mandalay,Normal,Male,Electronic accessories,833.595,6.2
325-90-8763,Naypyitaw,Member,Female,Electronic accessories,488.985,7.6
729-46-7422,Naypyitaw,Normal,Male,Food and beverages,37.6845,7.9
639-76-1242,Naypyitaw,Normal,Male,Food and beverages,212.73,4.5
234-03-4040,Mandalay,Member,Female,Food and beverages,767.025,8.7
326-71-2155,Naypyitaw,Normal,Female,Sports and travel,310.59,6.1
320-32-8842,Naypyitaw,Member,Female,Food and beverages,23.751,6.4
470-32-9057,Yangon,Member,Male,Food and beverages,269.535,9.1
878-30-2331,Naypyitaw,Member,Female,Sports and travel,572.775,7.1
440-59-5691,Naypyitaw,Member,Female,Health and beauty,273.0525,7.7
554-53-3790,Mandalay,Normal,Male,Sports and travel,233.226,4.5
746-19-0921,Naypyitaw,Normal,Male,Food and beverages,22.659,7.2
233-34-0817,Naypyitaw,Member,Female,Electronic accessories,103.782,8.4
767-05-1286,Naypyitaw,Member,Female,Home and lifestyle,527.751,5.4
340-21-9136,Yangon,Member,Female,Sports and travel,168.21,9.7
405-31-3305,Yangon,Member,Male,Fashion accessories,452.865,5.5
731-59-7531,Mandalay,Member,Male,Health and beauty,609.588,4.6
676-39-6028,Yangon,Member,Female,Electronic accessories,338.31,6.6
502-05-1910,Yangon,Normal,Male,Health and beauty,205.317,6.3
485-30-8700,Yangon,Normal,Female,Sports and travel,174.615,4.2
598-47-9715,Naypyitaw,Normal,Male,Electronic accessories,353.094,4.4
701-69-8742,Mandalay,Normal,Male,Sports and travel,360.885,6.7
575-67-1508,Yangon,Normal,Male,Electronic accessories,40.53,6.7
541-08-3113,Naypyitaw,Normal,Male,Food and beverages,554.148,8.4
246-11-3901,Naypyitaw,Normal,Female,Electronic accessories,344.4,6.2
674-15-9296,Yangon,Normal,Male,Sports and travel,194.985,5
305-18-3552,Mandalay,Member,Male,Home and lifestyle,633.99,6
493-65-6248,Naypyitaw,Member,Female,Sports and travel,388.29,7
438-01-4015,Mandalay,Member,Female,Sports and travel,207.858,6.6
709-58-4068,Mandalay,Normal,Female,Fashion accessories,431.445,7.3
795-49-7276,Yangon,Normal,Male,Fashion accessories,156.03,8.3
556-72-8512,Naypyitaw,Normal,Male,Home and lifestyle,24.108,4.3
627-95-3243,Mandalay,Member,Female,Home and lifestyle,734.076,9.8
686-41-0932,Mandalay,Normal,Female,Fashion accessories,72.87,8.2
510-09-5628,Yangon,Member,Female,Fashion accessories,206.43,7.2
608-04-3797,Mandalay,Member,Female,Health and beauty,212.688,8.7
148-82-2527,Naypyitaw,Member,Female,Home and lifestyle,127.26,8.4
437-53-3084,Mandalay,Normal,Male,Fashion accessories,209.769,7.1
632-32-4574,Mandalay,Normal,Male,Sports and travel,637.728,5.5
556-97-7101,Naypyitaw,Normal,Female,Electronic accessories,132.762,8.5
862-59-8517,Naypyitaw,Normal,Female,Food and beverages,568.512,6.2
401-18-8016,Mandalay,Member,Female,Sports and travel,103.0365,8.9
420-18-8989,Yangon,Member,Female,Sports and travel,432.768,9.6
277-63-2961,Mandalay,Member,Male,Sports and travel,77.6685,5.4
573-98-8548,Naypyitaw,Member,Female,Fashion accessories,33.495,9.1
620-02-2046,Naypyitaw,Normal,Male,Home and lifestyle,145.74,9
282-35-2475,Mandalay,Normal,Female,Sports and travel,195.951,6.3
511-54-3087,Mandalay,Normal,Male,Sports and travel,92.8725,9.5
726-29-6793,Yangon,Member,Male,Electronic accessories,203.112,9.8
387-49-4215,Mandalay,Member,Female,Sports and travel,152.775,6.7
862-17-9201,Mandalay,Normal,Female,Food and beverages,529.515,7.7
291-21-5991,Mandalay,Member,Male,Health and beauty,321.7725,7
602-80-9671,Naypyitaw,Member,Female,Home and lifestyle,100.485,5.1
347-72-6115,Mandalay,Member,Female,Sports and travel,666.939,6.2
209-61-0206,Yangon,Normal,Female,Home and lifestyle,225.2775,6.1
595-27-4851,Yangon,Normal,Female,Fashion accessories,398.958,9.3
189-52-0236,Yangon,Normal,Male,Electronic accessories,731.6925,7.6
503-07-0930,Naypyitaw,Member,Male,Sports and travel,429.1665,8.2
413-20-6708,Naypyitaw,Member,Female,Fashion accessories,54.0435,8.5
425-85-2085,Mandalay,Member,Male,Health and beauty,288.015,9.8
521-18-7827,Naypyitaw,Member,Male,Home and lifestyle,206.7975,8.7
220-28-1851,Yangon,Normal,Male,Home and lifestyle,72.933,9.7
600-38-9738,Naypyitaw,Member,Male,Sports and travel,377.58,4.3
734-91-1155,Mandalay,Normal,Female,Electronic accessories,143.9865,7.7
451-28-5717,Naypyitaw,Member,Female,Home and lifestyle,523.971,7.3
609-81-8548,Yangon,Member,Female,Home and lifestyle,235.872,5.9
133-14-7229,Naypyitaw,Normal,Male,Health and beauty,132.027,5
534-01-4457,Yangon,Normal,Male,Food and beverages,514.773,8
719-89-8991,Yangon,Member,Female,Sports and travel,479.9025,7.1
286-62-6248,Mandalay,Normal,Male,Fashion accessories,164.682,9
339-38-9982,Mandalay,Member,Male,Fashion accessories,125.706,6.7
827-44-5872,Mandalay,Member,Female,Food and beverages,570.78,6.1
827-77-7633,Yangon,Normal,Male,Sports and travel,926.9505,9.3
287-83-1405,Yangon,Normal,Male,Health and beauty,160.209,7
435-13-4908,Yangon,Member,Male,Fashion accessories,728.112,7.2
857-67-9057,Mandalay,Normal,Male,Electronic accessories,240.975,8.2
236-27-1144,Naypyitaw,Normal,Female,Food and beverages,154.1295,8.4
892-05-6689,Yangon,Normal,Female,Home and lifestyle,148.68,6.2
583-41-4548,Naypyitaw,Normal,Male,Home and lifestyle,122.5245,7.4
339-12-4827,Mandalay,Member,Female,Fashion accessories,77.658,5
643-38-7867,Yangon,Normal,Male,Home and lifestyle,102.837,6.9
308-81-0538,Yangon,Normal,Female,Fashion accessories,306.81,4.9
358-88-9262,Naypyitaw,Member,Female,Food and beverages,551.124,5.1
460-35-4390,Yangon,Normal,Male,Home and lifestyle,96.642,9.1
343-87-0864,Naypyitaw,Member,Male,Health and beauty,79.674,7.1
173-50-1108,Mandalay,Member,Female,Sports and travel,84.756,5
243-47-2663,Naypyitaw,Member,Male,Electronic accessories,118.251,5.5
841-18-8232,Mandalay,Normal,Female,Food and beverages,74.76,9.2
701-23-5550,Mandalay,Member,Male,Home and lifestyle,163.002,4.9
647-50-1224,Yangon,Normal,Female,Fashion accessories,308.91,8.9
541-48-8554,Yangon,Normal,Male,Sports and travel,575.9775,6
539-21-7227,Mandalay,Normal,Female,Sports and travel,270.585,4.2
213-32-1216,Yangon,Normal,Female,Electronic accessories,416.178,7.3
747-58-7183,Mandalay,Normal,Male,Fashion accessories,180.4005,6.5
582-52-8065,Mandalay,Normal,Female,Fashion accessories,513.2295,8.9
210-57-1719,Mandalay,Normal,Female,Health and beauty,550.368,9.7
399-69-4630,Naypyitaw,Normal,Male,Electronic accessories,139.923,8.6
134-75-2619,Yangon,Member,Male,Electronic accessories,142.002,6.9
356-44-8813,Mandalay,Normal,Male,Home and lifestyle,118.062,7.7
198-66-9832,Mandalay,Member,Female,Fashion accessories,151.284,9.5
283-26-5248,Naypyitaw,Member,Female,Food and beverages,1034.46,4.5
712-39-0363,Yangon,Member,Male,Food and beverages,262.458,5.6
218-59-9410,Yangon,Member,Female,Home and lifestyle,228.123,8.2
174-75-0888,Mandalay,Normal,Male,Electronic accessories,203.931,7.3
866-99-7614,Naypyitaw,Normal,Male,Food and beverages,936.6,4.4
134-54-4720,Mandalay,Normal,Female,Electronic accessories,356.328,5.7
760-90-2357,Yangon,Member,Male,Electronic accessories,469.413,5
514-37-2845,Mandalay,Normal,Male,Fashion accessories,208.425,9
698-98-5964,Yangon,Normal,Female,Food and beverages,852.705,6.3
718-57-9773,Naypyitaw,Normal,Female,Sports and travel,517.965,9.4
651-88-7328,Yangon,Normal,Female,Fashion accessories,621.243,7.7
241-11-2261,Mandalay,Normal,Female,Fashion accessories,586.971,5.5
408-26-9866,Naypyitaw,Normal,Female,Sports and travel,543.753,4.1
834-83-1826,Mandalay,Member,Female,Home and lifestyle,430.71,7.6
343-61-3544,Mandalay,Member,Male,Sports and travel,280.035,8.6
239-48-4278,Yangon,Member,Male,Food and beverages,74.4555,8.3
355-34-6244,Mandalay,Normal,Male,Food and beverages,152.019,8.1
550-84-8664,Yangon,Normal,Male,Sports and travel,451.0275,8.6
339-96-8318,Mandalay,Member,Male,Fashion accessories,597.6285,6.3
458-61-0011,Mandalay,Normal,Male,Food and beverages,253.26,5.8
592-34-6155,Naypyitaw,Normal,Male,Food and beverages,133.434,6.2
797-88-0493,Yangon,Normal,Female,Health and beauty,269.934,7.7
207-73-1363,Mandalay,Normal,Male,Health and beauty,145.971,8.1
390-31-6381,Naypyitaw,Normal,Male,Food and beverages,85.743,7.3
443-82-0585,Yangon,Member,Female,Health and beauty,326.256,8.4
339-18-7061,Naypyitaw,Member,Female,Fashion accessories,195.258,8
359-90-3665,Mandalay,Member,Female,Fashion accessories,75.936,9.5
375-72-3056,Mandalay,Normal,Male,Sports and travel,198.639,7
127-47-6963,Yangon,Normal,Male,Health and beauty,217.182,9.8
278-86-2735,Yangon,Normal,Female,Food and beverages,164.871,9.2
695-28-6250,Yangon,Normal,Female,Sports and travel,226.065,7.7
379-17-6588,Naypyitaw,Normal,Male,Fashion accessories,625.905,5.3
227-50-3718,Yangon,Normal,Male,Health and beauty,76.755,4.4
302-15-2162,Naypyitaw,Member,Male,Health and beauty,293.139,4.3
788-07-8452,Naypyitaw,Member,Female,Home and lifestyle,178.164,9.4
560-49-6611,Yangon,Member,Female,Sports and travel,47.859,9.8
880-35-0356,Yangon,Member,Female,Sports and travel,236.88,4.8
585-11-6748,Mandalay,Member,Male,Sports and travel,304.92,5.3
470-31-3286,Mandalay,Normal,Male,Health and beauty,46.683,8.7
152-68-2907,Yangon,Normal,Male,Food and beverages,164.43,9.5
123-35-4896,Naypyitaw,Normal,Female,Sports and travel,440.937,5.3
258-69-7810,Naypyitaw,Normal,Female,Fashion accessories,193.4625,9.2
334-64-2006,Yangon,Member,Female,Home and lifestyle,147.672,9.6
219-61-4139,Naypyitaw,Normal,Male,Electronic accessories,87.234,6.4
881-41-7302,Naypyitaw,Normal,Female,Fashion accessories,68.2395,4.5
373-09-4567,Naypyitaw,Normal,Male,Food and beverages,814.38,6.9
642-30-6693,Mandalay,Normal,Female,Sports and travel,343.413,7.8
484-22-8230,Naypyitaw,Member,Female,Fashion accessories,381.3915,4.5
830-58-2383,Mandalay,Normal,Male,Home and lifestyle,133.35,8.6
559-98-9873,Yangon,Member,Female,Fashion accessories,394.3275,5.2
544-32-5024,Naypyitaw,Member,Female,Food and beverages,209.118,6.4
318-12-0304,Yangon,Normal,Male,Fashion accessories,32.1405,5.2
349-97-8902,Mandalay,Member,Male,Food and beverages,121.569,8.9
421-95-9805,Yangon,Normal,Female,Electronic accessories,30.408,6.2
277-35-5865,Naypyitaw,Member,Female,Food and beverages,935.2665,6.7
789-23-8625,Mandalay,Member,Male,Fashion accessories,293.643,7.2
284-54-4231,Naypyitaw,Member,Male,Sports and travel,84.9765,9
443-59-0061,Yangon,Member,Male,Food and beverages,708.225,4.2
509-29-3912,Yangon,Member,Female,Sports and travel,365.904,4.2
327-40-9673,Mandalay,Member,Male,Sports and travel,457.38,6.9
840-19-2096,Naypyitaw,Member,Male,Electronic accessories,461.5275,4.4
828-46-6863,Yangon,Member,Male,Food and beverages,620.739,4
641-96-3695,Naypyitaw,Member,Female,Fashion accessories,273.798,8.5
420-97-3340,Yangon,Normal,Female,Food and beverages,225.792,9.2
436-54-4512,Yangon,Member,Female,Food and beverages,96.1905,9.8
670-79-6321,Mandalay,Member,Female,Home and lifestyle,695.2365,4.9
852-62-7105,Mandalay,Normal,Female,Fashion accessories,874.125,4.4
598-06-7312,Mandalay,Member,Male,Fashion accessories,95.9175,6.8
135-13-8269,Mandalay,Member,Female,Food and beverages,165.648,9.1
816-57-2053,Yangon,Normal,Male,Sports and travel,127.827,8.7
628-90-8624,Mandalay,Member,Male,Health and beauty,867.09,5
856-66-2701,Yangon,Member,Male,Home and lifestyle,167.895,7.5
308-39-1707,Yangon,Normal,Female,Fashion accessories,12.6945,8.2
149-61-1929,Yangon,Normal,Male,Sports and travel,673.995,6.7
655-07-2265,Yangon,Normal,Male,Electronic accessories,246.6765,5.4
589-02-8023,Yangon,Member,Male,Food and beverages,175.917,7
420-04-7590,Mandalay,Normal,Male,Home and lifestyle,314.055,4.7
182-88-2763,Mandalay,Member,Male,Food and beverages,251.7165,5
188-55-0967,Mandalay,Member,Male,Health and beauty,697.935,5
610-46-4100,Yangon,Normal,Male,Health and beauty,212.7825,6
318-81-2368,Naypyitaw,Normal,Female,Electronic accessories,48.51,6.3
364-33-8584,Mandalay,Member,Female,Food and beverages,92.5575,8.5
665-63-9737,Mandalay,Normal,Male,Fashion accessories,165.123,7.5
695-09-5146,Mandalay,Member,Female,Food and beverages,311.1885,6.4
155-45-3814,Naypyitaw,Member,Female,Electronic accessories,743.82,4.7
794-32-2436,Mandalay,Member,Male,Electronic accessories,116.907,6
131-15-8856,Naypyitaw,Member,Female,Food and beverages,609.168,4
273-84-2164,Naypyitaw,Member,Male,Electronic accessories,63.2625,5.5
706-36-6154,Yangon,Member,Male,Home and lifestyle,182.952,8.7
778-89-7974,Naypyitaw,Normal,Male,Health and beauty,442.323,7.4
574-31-8277,Mandalay,Member,Male,Fashion accessories,35.3115,5.6
859-71-0933,Naypyitaw,Member,Female,Sports and travel,32.529,6.3
740-11-5257,Naypyitaw,Normal,Male,Electronic accessories,259.77,7.1
369-82-2676,Mandalay,Normal,Male,Electronic accessories,397.215,7.8
563-47-4072,Mandalay,Normal,Female,Health and beauty,351.603,9.9
742-04-5161,Yangon,Member,Male,Home and lifestyle,764.19,7.3
149-15-7606,Mandalay,Member,Male,Sports and travel,352.674,5.1
133-77-3154,Mandalay,Member,Male,Fashion accessories,252.756,9.4
169-52-4504,Yangon,Normal,Female,Electronic accessories,49.4235,5.8
250-81-7186,Naypyitaw,Normal,Female,Electronic accessories,104.6745,8
562-12-5430,Yangon,Member,Female,Fashion accessories,277.6725,7.9
816-72-8853,Yangon,Member,Female,Sports and travel,146.6325,5.9
491-38-3499,Yangon,Member,Male,Fashion accessories,58.2225,4.9
322-02-2271,Mandalay,Normal,Female,Sports and travel,135.3555,9.3
842-29-4695,Naypyitaw,Member,Male,Sports and travel,125.979,7.9
725-67-2480,Mandalay,Member,Female,Fashion accessories,370.125,5.9
641-51-2661,Naypyitaw,Member,Female,Food and beverages,914.55,9.9
714-02-3114,Naypyitaw,Normal,Female,Sports and travel,207.48,7.7
518-17-2983,Yangon,Normal,Female,Fashion accessories,204.246,7.6
779-42-2410,Mandalay,Member,Male,Food and beverages,181.881,7.7
190-14-3147,Mandalay,Normal,Female,Health and beauty,75.474,6.4
408-66-6712,Naypyitaw,Member,Female,Health and beauty,300.573,4.4
679-22-6530,Mandalay,Normal,Female,Sports and travel,85.302,4.1
588-47-8641,Yangon,Member,Male,Fashion accessories,588.42,4.4
642-61-4706,Mandalay,Member,Male,Food and beverages,196.14,5.5
576-31-4774,Mandalay,Normal,Female,Health and beauty,231.2415,4
556-41-6224,Naypyitaw,Normal,Male,Health and beauty,282.576,9.3
811-03-8790,Yangon,Normal,Female,Electronic accessories,477.54,4.8
242-11-3142,Mandalay,Member,Male,Fashion accessories,175.917,4.6
752-23-3760,Mandalay,Member,Female,Sports and travel,470.988,7.3
274-05-5470,Yangon,Member,Female,Food and beverages,308.574,6
648-94-3045,Naypyitaw,Normal,Male,Health and beauty,618.975,8.1
130-67-4723,Yangon,Member,Male,Food and beverages,305.55,9.4
528-87-5606,Mandalay,Member,Female,Electronic accessories,41.454,6.5
320-85-2052,Mandalay,Normal,Female,Sports and travel,36.5505,7
370-96-0655,Naypyitaw,Normal,Female,Fashion accessories,310.716,7.1
105-10-6182,Yangon,Member,Male,Fashion accessories,45.108,6.6
510-79-0415,Mandalay,Member,Female,Sports and travel,145.404,4.9
241-96-5076,Mandalay,Member,Female,Home and lifestyle,103.11,6.4
767-97-4650,Mandalay,Member,Female,Sports and travel,136.143,8
648-83-1321,Yangon,Member,Male,Home and lifestyle,667.38,4.3
173-57-2300,Naypyitaw,Member,Male,Sports and travel,153.048,6.1
305-03-2383,Yangon,Normal,Female,Food and beverages,211.365,7.5
394-55-6384,Naypyitaw,Member,Female,Sports and travel,663.2955,6.7
266-20-6657,Naypyitaw,Member,Male,Food and beverages,404.544,5.2
689-05-1884,Yangon,Member,Male,Health and beauty,510.615,8.8
196-01-2849,Naypyitaw,Member,Female,Fashion accessories,539.343,9.5
372-62-5264,Naypyitaw,Normal,Female,Food and beverages,497.07,7.6
800-09-8606,Yangon,Member,Female,Home and lifestyle,458.6925,6.6
182-52-7000,Yangon,Member,Female,Sports and travel,113.568,6.9
826-58-8051,Mandalay,Normal,Male,Home and lifestyle,261.198,4.3
868-06-0466,Yangon,Member,Male,Electronic accessories,657.531,7.8
751-41-9720,Naypyitaw,Normal,Male,Home and lifestyle,1023.75,8
626-43-7888,Naypyitaw,Normal,Female,Fashion accessories,507.444,9.6
176-64-7711,Mandalay,Normal,Male,Food and beverages,101.808,4.3
191-29-0321,Mandalay,Member,Female,Fashion accessories,207.585,5
729-06-2010,Mandalay,Member,Male,Health and beauty,760.4415,9.2
640-48-5028,Mandalay,Member,Female,Home and lifestyle,835.2855,6.3
186-79-9562,Mandalay,Normal,Male,Health and beauty,527.5095,8.9
834-45-5519,Mandalay,Normal,Female,Electronic accessories,180.6,7.6
162-65-8559,Naypyitaw,Member,Male,Food and beverages,72.429,4.8
760-27-5490,Naypyitaw,Normal,Male,Fashion accessories,131.208,9.1
445-30-9252,Yangon,Normal,Male,Sports and travel,80.955,6.1
786-94-2700,Yangon,Member,Male,Food and beverages,507.906,9.1
728-88-7867,Naypyitaw,Member,Female,Home and lifestyle,317.226,8.3
183-21-3799,Naypyitaw,Normal,Female,Electronic accessories,733.6035,7.2
268-20-3585,Naypyitaw,Normal,Female,Health and beauty,130.8825,6
735-32-9839,Naypyitaw,Member,Male,Fashion accessories,829.08,8.5
258-92-7466,Yangon,Normal,Female,Health and beauty,187.32,6.6
857-16-3520,Yangon,Member,Female,Fashion accessories,525.231,4.5
482-17-1179,Yangon,Member,Male,Electronic accessories,37.611,8.1
788-21-5741,Yangon,Normal,Male,Fashion accessories,142.947,7.2
821-14-9046,Mandalay,Member,Female,Fashion accessories,110.124,6.1
418-05-0656,Mandalay,Normal,Female,Fashion accessories,187.866,7.1
678-79-0726,Naypyitaw,Member,Female,Sports and travel,856.4535,5.1
776-68-1096,Mandalay,Normal,Male,Home and lifestyle,138.978,7.9
592-46-1692,Naypyitaw,Member,Female,Food and beverages,270.2595,7.4
434-35-9162,Mandalay,Member,Male,Food and beverages,98.028,7.4
149-14-0304,Naypyitaw,Member,Female,Health and beauty,239.4,6.6
442-44-6497,Naypyitaw,Member,Male,Home and lifestyle,175.0455,5.9
174-64-0215,Mandalay,Normal,Male,Sports and travel,732.27,8.9
210-74-9613,Naypyitaw,Normal,Male,Fashion accessories,408.492,6.8
299-29-0180,Mandalay,Member,Female,Home and lifestyle,383.523,9.3
247-11-2470,Yangon,Member,Female,Fashion accessories,93.744,4.4
635-28-5728,Yangon,Normal,Male,Health and beauty,176.4,4.8
756-49-0168,Yangon,Member,Male,Fashion accessories,20.685,9.5
438-23-1242,Mandalay,Normal,Male,Electronic accessories,557.718,8.9
238-45-6950,Mandalay,Member,Male,Food and beverages,56.406,6.4
607-65-2441,Naypyitaw,Member,Male,Health and beauty,860.475,6
386-27-7606,Naypyitaw,Member,Female,Home and lifestyle,596.82,8.1
137-63-5492,Naypyitaw,Normal,Male,Electronic accessories,616.98,9
197-77-7132,Mandalay,Member,Male,Electronic accessories,769.104,6
805-86-0265,Yangon,Normal,Male,Home and lifestyle,887.922,9.8
733-29-1227,Naypyitaw,Normal,Male,Home and lifestyle,408.7335,8.5
451-73-2711,Naypyitaw,Normal,Male,Food and beverages,89.0715,8.8
373-14-0504,Yangon,Member,Female,Sports and travel,150.423,8.8
546-80-2899,Yangon,Member,Male,Home and lifestyle,79.149,9.5
345-68-9016,Naypyitaw,Member,Female,Sports and travel,266.028,5.6
390-17-5806,Naypyitaw,Member,Female,Food and beverages,40.341,8.6
457-13-1708,Mandalay,Member,Male,Fashion accessories,684.915,5.2
664-14-2882,Naypyitaw,Member,Female,Home and lifestyle,55.2825,5.8
487-79-6868,Mandalay,Member,Female,Home and lifestyle,116.1405,8
314-23-4520,Naypyitaw,Member,Male,Health and beauty,597.0405,9
210-30-7976,Mandalay,Member,Female,Fashion accessories,93.744,4.1
585-86-8361,Yangon,Normal,Female,Food and beverages,143.22,8.6
807-14-7833,Yangon,Member,Female,Electronic accessories,182.91,7
775-72-1988,Mandalay,Normal,Male,Home and lifestyle,384.72,8.4
288-38-3758,Naypyitaw,Member,Female,Fashion accessories,267.3405,7.4
652-43-6591,Yangon,Normal,Female,Fashion accessories,817.236,6.2
785-96-0615,Mandalay,Member,Female,Electronic accessories,300.216,4.9
406-46-7107,Yangon,Normal,Female,Home and lifestyle,608.076,4.5
250-17-5703,Yangon,Member,Male,Food and beverages,197.925,5.6
156-95-3964,Yangon,Normal,Female,Food and beverages,232.638,8
842-40-8179,Mandalay,Member,Female,Food and beverages,810.6,5.6
525-09-8450,Mandalay,Normal,Male,Electronic accessories,757.365,4.2
410-67-1709,Yangon,Member,Female,Fashion accessories,536.592,9.9
587-73-4862,Yangon,Member,Female,Health and beauty,56.1225,7.6
787-87-2010,Yangon,Member,Male,Health and beauty,233.1,6.6
593-14-4239,Mandalay,Normal,Female,Home and lifestyle,801.864,4.7
801-88-0346,Naypyitaw,Normal,Female,Fashion accessories,239.589,9.8
388-76-2555,Mandalay,Normal,Male,Sports and travel,86.247,6.3
711-31-1234,Mandalay,Normal,Female,Electronic accessories,401.688,7.9
886-54-6089,Yangon,Normal,Female,Home and lifestyle,72.009,7.7
707-32-7409,Mandalay,Member,Female,Sports and travel,401.268,4.5
759-98-4285,Naypyitaw,Member,Female,Health and beauty,631.1445,8
201-63-8275,Naypyitaw,Member,Female,Sports and travel,499.7265,5.7
471-06-8611,Naypyitaw,Normal,Female,Food and beverages,55.041,6.3
200-16-5952,Naypyitaw,Member,Male,Food and beverages,137.865,6
120-54-2248,Mandalay,Normal,Female,Food and beverages,151.515,8
102-77-2261,Naypyitaw,Member,Male,Health and beauty,480.0285,4.2
875-31-8302,Mandalay,Normal,Male,Sports and travel,98.049,9.6
102-06-2002,Naypyitaw,Member,Male,Sports and travel,132.5625,6.1
457-94-0464,Mandalay,Member,Male,Electronic accessories,830.3715,5.6
629-42-4133,Naypyitaw,Normal,Male,Health and beauty,183.12,8.3
534-53-3526,Yangon,Normal,Female,Sports and travel,397.992,7.8
307-04-2070,Yangon,Member,Female,Fashion accessories,32.151,4.1
468-99-7231,Naypyitaw,Normal,Female,Home and lifestyle,369.684,8.8
516-77-6464,Naypyitaw,Member,Female,Health and beauty,53.34,4.1
